gene,d,log2fc,p_raw,is_surface,mean_junb_plus,mean_junb_minus,p_bh
AC007193.3,0.9084,0.0138,0.02604,False,-0.0082,-0.022,0.054296
AC007207.1,-0.9918,-0.0025,0.017727,False,-0.0124,-0.0098,0.040142
AC007215.1,1.8527,0.008,0.000536,False,-0.0038,-0.0118,0.003512
AC007216.1,0.9459,0.0333,0.021889,False,0.0057,-0.0276,0.047323
AC007216.2,-0.8394,-0.0322,0.035904,False,-0.0492,-0.017,0.070245
AC007216.3,-0.8391,-0.0705,0.035964,False,-0.0646,0.0059,0.070346
AC007216.4,-1.5269,-0.1542,0.001801,False,-0.0412,0.113,0.007507
AC007218.3,-1.9754,-0.0172,0.000351,False,-0.0253,-0.008,0.002856
AC007220.1,0.0337,0.0033,0.922012,False,-0.0095,-0.0128,0.940167
AC007220.2,-1.893,-0.0177,0.000466,False,-0.0274,-0.0097,0.003265
AC007221.1,-1.2495,-0.0308,0.005636,False,-0.0465,-0.0157,0.016845
AC007223.1,-2.234,-0.0073,0.000152,False,-0.0177,-0.0105,0.002112
AC007224.2,-1.4986,-0.0219,0.002014,False,-0.0356,-0.0137,0.008107
AC007229.1,0.2596,0.022,0.458581,False,0.0029,-0.0191,0.545937
AC007237.1,-1.3027,-0.0015,0.004492,False,-0.0117,-0.0102,0.014291
AC007238.1,0.3283,0.0707,0.353576,False,-0.0232,-0.0939,0.443167
AC007240.3,-0.7883,-0.007,0.045608,False,-0.0245,-0.0175,0.084984
AC007244.1,3.4568,0.02,6e-06,False,-0.0008,-0.0208,0.000934
AC007255.1,-1.3898,-0.0541,0.003125,False,-0.0795,-0.0254,0.011022
AC007256.1,-1.1833,-0.0251,0.007511,False,-0.0368,-0.0117,0.020821
AC007262.2,-0.7163,-0.0767,0.063885,False,0.0431,0.1198,0.111281
AC007271.1,-0.4082,-0.0141,0.25552,False,-0.0257,-0.0116,0.341413
AC007272.1,0.704,0.005,0.067647,False,-0.0068,-0.0118,0.116541
AC007277.1,-1.3799,-0.089,0.003255,False,-0.0702,0.0188,0.011349
AC007278.1,0.3981,0.0049,0.266619,False,-0.0028,-0.0077,0.353521
AC007279.2,-0.5029,-0.0074,0.169841,False,-0.0276,-0.0202,0.245126
AC007283.1,-1.0464,-0.1371,0.013822,False,-0.0735,0.0636,0.033093
AC007285.1,-0.6433,-0.1043,0.089725,False,-0.0456,0.0586,0.146336
AC007285.2,-1.8743,-0.0207,0.000497,False,-0.0393,-0.0186,0.003375
AC007292.1,0.1039,0.004,0.7632,False,-0.0217,-0.0257,0.815136
AC007292.2,-1.0526,-0.0207,0.013442,False,-0.0445,-0.0238,0.032382
AC007292.3,-0.4149,-0.0271,0.248463,False,-0.0415,-0.0143,0.333762
AC007298.1,-1.0782,-0.0027,0.011977,False,-0.0121,-0.0094,0.029669
AC007298.2,-2.22,-0.0446,0.000159,False,-0.0638,-0.0192,0.002136
AC007308.1,-1.2187,-0.0149,0.006438,False,-0.0358,-0.0209,0.018536
AC007314.1,-2.106,-0.0265,0.000228,False,-0.0515,-0.025,0.002378
AC007317.1,-1.405,-0.035,0.002936,False,-0.0569,-0.0219,0.010546
AC007317.2,-0.1911,-0.0132,0.582217,False,-0.03,-0.0169,0.659848
AC007318.1,0.8993,0.0626,0.027163,False,0.0052,-0.0574,0.056091
AC007318.2,-1.3523,-0.1397,0.003649,False,-0.0618,0.0779,0.012334
AC007319.1,-1.7316,-0.2566,0.000828,False,-0.1429,0.1138,0.004515
AC007326.4,-0.7633,-0.0262,0.051279,False,-0.0469,-0.0207,0.093351
AC007326.5,-0.6193,-0.0138,0.10025,False,-0.0305,-0.0166,0.160151
AC007333.1,-1.9564,-0.0084,0.000374,False,-0.0228,-0.0144,0.002932
AC007333.2,-1.824,-0.0179,0.000593,False,-0.033,-0.0151,0.003711
AC007336.1,0.8343,0.0647,0.03678,False,0.0525,-0.0122,0.071568
AC007336.3,-0.1651,-0.0137,0.633695,False,-0.0029,0.0107,0.705574
AC007342.1,-1.0972,-0.0473,0.010994,False,-0.0439,0.0034,0.027776
AC007342.3,-0.0395,-0.0004,0.908607,False,-0.0184,-0.0179,0.930308
AC007342.6,-0.5106,-0.0109,0.164083,False,-0.0349,-0.024,0.238451
AC007342.7,0.6777,0.0282,0.076503,False,-0.0047,-0.0329,0.128708
AC007344.1,-1.6364,-0.086,0.00118,False,-0.0781,0.0079,0.005662
AC007347.1,-1.012,-0.0293,0.016161,False,-0.0536,-0.0244,0.037367
AC007349.1,-1.8539,-0.0133,0.000534,False,-0.0226,-0.0093,0.003508
AC007350.1,-0.2635,-0.0067,0.452026,False,-0.0235,-0.0168,0.539764
AC007364.1,-1.3272,-0.21,0.004052,False,-0.1468,0.0632,0.013289
AC007365.1,0.3193,0.0094,0.36617,False,-0.0181,-0.0275,0.456037
AC007365.2,0.7124,0.004,0.06506,False,-0.0135,-0.0175,0.112907
AC007368.1,-1.257,-0.1006,0.005458,False,-0.0974,0.0032,0.016435
AC007370.1,-0.466,-0.0102,0.199617,False,-0.0199,-0.0096,0.279746
AC007370.2,-0.7086,-0.0296,0.06623,False,-0.0427,-0.0131,0.114542
AC007375.2,-0.5417,-0.0475,0.142784,False,-0.0539,-0.0064,0.213207
AC007376.2,-2.0035,-0.1705,0.00032,False,-0.0501,0.1203,0.002741
AC007378.1,1.229,0.0071,0.006156,False,-0.0094,-0.0165,0.017966
AC007381.1,-1.3375,-0.0457,0.003882,False,-0.0586,-0.0129,0.012893
AC007382.1,-0.3045,-0.024,0.387637,False,-0.0242,-0.0002,0.477291
AC007383.1,0.9397,0.043,0.022524,False,0.0064,-0.0366,0.048384
AC007383.2,0.3723,0.0144,0.29646,False,-0.0099,-0.0243,0.384964
AC007383.3,0.0067,0.0003,0.984345,False,-0.0315,-0.0318,0.988105
AC007383.4,0.4266,0.0234,0.236477,False,0.0032,-0.0202,0.32038
AC007384.1,-0.9844,-0.1011,0.018339,False,-0.0931,0.008,0.041195
AC007386.1,-2.0585,-0.0246,0.000266,False,-0.0365,-0.0119,0.002521
AC007387.2,-1.1628,-0.0331,0.008217,False,-0.0442,-0.0111,0.022274
AC007387.3,-1.0066,-0.0243,0.016562,False,-0.0356,-0.0113,0.038052
AC007389.1,-2.2187,-0.3221,0.00016,False,-0.2305,0.0916,0.002136
AC007389.3,-1.5389,-0.0534,0.001717,False,-0.0868,-0.0334,0.007272
AC007389.5,-1.53,-0.0762,0.001779,False,-0.0958,-0.0196,0.007443
AC007390.2,-0.4468,-0.0348,0.216945,False,-0.0473,-0.0125,0.29885
AC007391.1,-1.752,-0.0073,0.000768,False,-0.0214,-0.0141,0.004323
AC007391.3,-1.512,-0.0376,0.001909,False,-0.0533,-0.0158,0.007814
AC007402.1,-1.8915,-0.2136,0.000468,False,-0.1524,0.0612,0.00327
AC007402.2,-1.0964,-0.0104,0.011035,False,-0.0182,-0.0078,0.027855
AC007405.1,-1.5829,-0.072,0.001448,False,-0.0382,0.0338,0.006472
AC007405.3,0.191,0.0091,0.582391,False,-0.0008,-0.0099,0.660026
AC007405.4,-0.7847,-0.0032,0.046373,False,-0.0107,-0.0075,0.086155
AC007406.2,-1.67,-0.0183,0.00104,False,-0.0264,-0.0081,0.005222
AC007406.3,0.4832,0.0116,0.18522,False,-0.0086,-0.0202,0.26308
AC007406.5,0.3336,0.0268,0.346213,False,0.008,-0.0188,0.435914
AC007422.1,-1.0092,-0.0388,0.016367,False,-0.0541,-0.0153,0.037737
AC007424.1,-0.5371,-0.0281,0.145811,False,-0.0456,-0.0175,0.21676
AC007432.1,-2.144,-0.0498,0.000202,False,-0.0656,-0.0158,0.002278
AC007448.4,0.1936,0.0056,0.577332,False,-0.0135,-0.0191,0.655293
AC007448.5,-0.4438,-0.0379,0.219751,False,-0.0335,0.0045,0.302133
AC007450.1,-1.1744,-0.0172,0.007808,False,-0.0354,-0.0182,0.021438
AC007458.1,-1.9287,-0.0163,0.000412,False,-0.0238,-0.0075,0.003067
AC007463.1,-1.8667,-0.0188,0.00051,False,-0.0302,-0.0113,0.003427
AC007463.2,-1.7451,-0.0285,0.000788,False,-0.0409,-0.0124,0.004386
AC007485.2,-0.805,-0.0312,0.042168,False,-0.05,-0.0187,0.07986
AC007491.1,-0.1051,-0.0034,0.760528,False,-0.0148,-0.0114,0.813292
AC007493.1,-1.1346,-0.0275,0.009307,False,-0.0424,-0.015,0.024452
AC007494.2,-2.0812,-0.0356,0.000247,False,-0.0613,-0.0257,0.002449
AC007494.3,-2.8033,-0.0117,3e-05,False,-0.0242,-0.0125,0.00159
AC007495.1,-1.9665,-0.0242,0.000362,False,-0.0378,-0.0136,0.002895
AC007496.1,-2.6962,-0.0108,4e-05,False,-0.0221,-0.0113,0.001649
AC007496.2,-2.6279,-0.0179,4.9e-05,False,-0.0355,-0.0175,0.001693
AC007496.3,-1.0611,-0.0252,0.012935,False,-0.0463,-0.021,0.031455
AC007497.1,0.0805,0.0028,0.815228,False,-0.0118,-0.0146,0.85698
AC007513.1,-2.0854,-0.1197,0.000244,False,-0.0568,0.0628,0.002441
AC007527.1,-2.4766,-0.0236,7.4e-05,False,-0.0421,-0.0184,0.001795
AC007528.1,-0.8325,-0.1143,0.037093,False,-0.0115,0.1028,0.072044
AC007529.1,-0.5206,-0.0188,0.156941,False,-0.0277,-0.0089,0.230142
AC007529.2,-0.6329,-0.1378,0.094163,False,0.0451,0.1829,0.152196
AC007533.1,-1.4278,-0.0431,0.002675,False,-0.0743,-0.0312,0.009883
AC007535.1,-2.2671,-0.0462,0.000138,False,-0.0662,-0.02,0.002056
AC007537.1,0.5614,0.0012,0.130646,False,-0.0056,-0.0069,0.198255
AC007541.1,0.251,0.0206,0.473048,False,0.0077,-0.0129,0.560164
AC007546.1,0.3651,0.0031,0.30531,False,-0.0098,-0.013,0.393905
AC007546.3,-0.7234,-0.0372,0.061791,False,-0.0499,-0.0127,0.108377
AC007547.1,-0.1051,-0.0005,0.760667,False,-0.0087,-0.0083,0.813395
AC007551.1,0.9226,0.0052,0.024377,False,-0.0033,-0.0085,0.051511
AC007552.2,-0.3432,-0.0215,0.333258,False,-0.025,-0.0035,0.423227
AC007559.1,1.1315,0.0088,0.009436,False,-0.0012,-0.01,0.024714
AC007562.1,-2.2707,-0.029,0.000136,False,-0.0486,-0.0196,0.002047
AC007563.1,-2.6219,-0.0339,4.9e-05,False,-0.0569,-0.023,0.001693
AC007563.2,-1.0917,-0.1308,0.011271,False,-0.0939,0.037,0.028322
AC007563.3,1.2458,0.0118,0.005726,False,-0.0039,-0.0158,0.017028
AC007563.4,-1.9338,-0.0348,0.000405,False,-0.0525,-0.0177,0.003041
AC007566.1,-0.58,-0.0694,0.120047,False,-0.0067,0.0627,0.18531
AC007569.1,-0.3681,-0.0107,0.301549,False,-0.0256,-0.015,0.39001
AC007570.1,1.0114,0.0116,0.016207,False,-0.0073,-0.0189,0.037441
AC007595.1,-2.1249,-0.0165,0.000215,False,-0.0277,-0.0112,0.002329
AC007598.2,-1.3886,-0.0046,0.00314,False,-0.0214,-0.0168,0.011057
AC007598.3,-0.4376,-0.0244,0.225627,False,-0.037,-0.0126,0.308619
AC007599.2,-1.4524,-0.0159,0.002421,False,-0.0313,-0.0154,0.00925
AC007601.1,0.0756,0.0023,0.826323,False,-0.0134,-0.0157,0.865479
AC007603.3,-1.9665,-0.0358,0.000362,False,-0.0496,-0.0138,0.002895
AC007608.3,-0.7833,-0.0179,0.046691,False,-0.0371,-0.0193,0.086607
AC007608.4,-0.2445,-0.0062,0.484269,False,-0.0224,-0.0162,0.570686
AC007610.1,-1.0186,-0.0241,0.015683,False,-0.0452,-0.0211,0.036491
AC007610.2,-2.5308,-0.0604,6.3e-05,False,-0.0778,-0.0175,0.001755
AC007610.4,-0.0467,-0.0015,0.891995,False,-0.0165,-0.0151,0.917926
AC007610.5,-0.7587,-0.0276,0.052382,False,-0.0339,-0.0064,0.094966
AC007611.1,-0.3581,-0.019,0.314005,False,-0.0011,0.018,0.403281
AC007613.1,0.359,0.0103,0.312895,False,-0.0203,-0.0306,0.40206
AC007614.1,-0.8481,-0.0283,0.034481,False,-0.054,-0.0257,0.068057
AC007618.1,-0.7456,-0.012,0.055692,False,-0.0327,-0.0207,0.09968
AC007619.1,-1.5246,-0.0629,0.001816,False,-0.0823,-0.0194,0.007548
AC007619.2,1.2934,0.0122,0.004673,False,0.0037,-0.0085,0.014698
AC007620.2,0.0272,0.0014,0.936898,False,-0.0178,-0.0192,0.951558
AC007620.3,0.1849,0.0051,0.594191,False,-0.0273,-0.0324,0.670367
AC007621.1,0.5819,0.0042,0.119029,False,-0.0072,-0.0113,0.184009
AC007622.1,-0.1851,-0.0004,0.593912,False,-0.0076,-0.0072,0.670245
AC007622.2,-0.1921,-0.0133,0.580349,False,-0.0465,-0.0333,0.658136
AC007637.1,-1.37,-0.0776,0.00339,False,-0.0855,-0.008,0.011696
AC007638.1,0.7975,0.0032,0.043683,False,-0.0068,-0.01,0.082121
AC007638.2,-2.7586,-0.0111,3.4e-05,False,-0.0215,-0.0104,0.001639
AC007652.1,-1.1958,-0.0083,0.007112,False,-0.0133,-0.005,0.019974
AC007652.3,-1.6007,-0.046,0.001352,False,-0.0605,-0.0145,0.006207
AC007655.2,0.057,0.0019,0.868419,False,-0.0091,-0.0111,0.898601
AC007656.1,-0.6673,-0.0392,0.080277,False,-0.0527,-0.0136,0.133708
AC007656.2,-0.5447,-0.0425,0.140857,False,-0.05,-0.0075,0.210745
AC007663.1,-1.9605,-0.0117,0.000369,False,-0.0219,-0.0102,0.002916
AC007663.3,-0.0779,-0.0008,0.821195,False,-0.0153,-0.0145,0.861706
AC007663.4,1.7035,0.004,0.000918,False,-0.0087,-0.0127,0.004821
AC007666.1,-0.8036,-0.0139,0.042446,False,-0.0328,-0.0188,0.080266
AC007666.2,-1.7726,-0.1236,0.000713,False,-0.1386,-0.015,0.004141
AC007671.1,1.3245,0.007,0.004099,False,-0.008,-0.015,0.013405
AC007679.1,-0.6662,-0.0376,0.080674,False,-0.0772,-0.0396,0.134208
AC007681.1,-1.3488,-0.1598,0.003702,False,-0.0377,0.1221,0.012443
AC007682.1,-2.2441,-0.0112,0.000148,False,-0.0215,-0.0103,0.002099
AC007683.1,-1.4231,-0.0462,0.002727,False,-0.0588,-0.0126,0.01001
AC007684.1,-0.7556,-0.0166,0.053154,False,-0.0399,-0.0234,0.096078
AC007684.2,-0.5927,-0.0164,0.113266,False,-0.0387,-0.0222,0.176608
AC007685.1,1.317,0.0151,0.00423,False,0.0024,-0.0127,0.013683
AC007686.1,-0.4657,-0.0075,0.19995,False,-0.0172,-0.0096,0.280099
AC007686.2,-1.4304,-0.1151,0.002647,False,-0.1121,0.003,0.009816
AC007686.3,-1.3706,-0.059,0.003382,False,-0.0696,-0.0106,0.011678
AC007686.4,-1.415,-0.0471,0.002818,False,-0.0501,-0.003,0.010244
AC007687.1,0.0844,0.003,0.806477,False,-0.0262,-0.0292,0.849891
AC007688.2,-1.0561,-0.0829,0.01323,False,-0.0402,0.0427,0.031998
AC007695.1,-0.3407,-0.0098,0.336666,False,-0.0355,-0.0257,0.426507
AC007728.1,-0.0077,-0.0007,0.982244,False,-0.0302,-0.0294,0.986389
AC007728.2,0.7516,0.0097,0.054157,False,-0.0149,-0.0246,0.097505
AC007731.1,-2.5515,-0.0152,6e-05,False,-0.028,-0.0128,0.001755
AC007731.4,-1.0877,-0.109,0.011475,False,-0.0557,0.0534,0.028705
AC007736.1,-2.1884,-0.0238,0.000176,False,-0.0363,-0.0125,0.002186
AC007738.1,0.0,0.0,0.999989,False,-0.0208,-0.0208,0.999989
AC007741.1,-1.2769,-0.0076,0.005012,False,-0.0201,-0.0126,0.01545
AC007743.1,0.0668,0.004,0.846265,False,-0.0073,-0.0113,0.881802
AC007744.1,-0.925,-0.2041,0.024111,False,0.0744,0.2786,0.051054
AC007750.1,-0.9371,-0.0409,0.022799,False,-0.0545,-0.0137,0.048858
AC007773.1,-0.5499,-0.0218,0.137615,False,-0.0424,-0.0206,0.20686
AC007780.1,-0.7867,-0.1181,0.04596,False,-0.0218,0.0963,0.085522
AC007785.1,-0.2837,-0.0214,0.419415,False,-0.0384,-0.017,0.508623
AC007785.3,0.311,0.0277,0.378158,False,0.0092,-0.0185,0.468148
AC007786.1,1.6018,0.0075,0.001346,False,-0.0152,-0.0227,0.006185
AC007786.2,1.6755,0.0087,0.001019,False,-0.0023,-0.011,0.005159
AC007786.4,-2.1891,-0.0314,0.000175,False,-0.0473,-0.0159,0.002182
AC007787.2,-2.0443,-0.0323,0.000279,False,-0.0514,-0.0191,0.002576
AC007792.1,-0.082,-0.0048,0.811912,False,-0.0237,-0.019,0.85431
AC007795.1,-1.9243,-0.0221,0.000418,False,-0.0335,-0.0114,0.00309
AC007823.1,0.2341,0.0027,0.502372,False,-0.0145,-0.0172,0.587298
AC007834.1,-2.2763,-0.0218,0.000134,False,-0.0351,-0.0133,0.002042
AC007842.1,-0.6968,-0.0205,0.069971,False,-0.0423,-0.0217,0.119722
AC007846.1,-1.2276,-0.0808,0.006194,False,-0.0791,0.0017,0.018056
AC007846.2,-1.6004,-0.113,0.001353,False,-0.084,0.029,0.00621
AC007848.1,-2.0693,-0.0273,0.000257,False,-0.0448,-0.0175,0.00249
AC007849.1,-0.8746,-0.0472,0.030467,False,-0.044,0.0032,0.061597
AC007849.2,2.6924,0.0138,4.1e-05,False,-0.0056,-0.0194,0.001651
AC007861.1,-2.1746,-0.0163,0.000183,False,-0.0326,-0.0164,0.002217
AC007877.1,-0.3735,-0.0413,0.295027,False,0.0071,0.0484,0.383436
AC007878.1,-0.6208,-0.0421,0.099551,False,-0.0532,-0.0112,0.159185
AC007879.1,-0.9683,-0.0553,0.019745,False,-0.0627,-0.0075,0.043699
AC007879.3,-0.0049,-0.0004,0.988612,False,-0.0225,-0.0221,0.991415
AC007880.1,-0.4909,-0.0039,0.179039,False,-0.0183,-0.0144,0.255873
AC007881.1,0.7169,0.0198,0.063695,False,-0.0045,-0.0242,0.111022
AC007881.2,0.1319,0.0051,0.702774,False,-0.0066,-0.0118,0.765131
AC007881.3,1.0982,0.008,0.010946,False,-0.0111,-0.0191,0.02768
AC007881.4,-0.6956,-0.0439,0.07036,False,-0.0714,-0.0275,0.120252
AC007899.1,0.5334,0.0084,0.148205,False,-0.0077,-0.0162,0.219724
AC007906.1,-1.3518,-0.0444,0.003657,False,-0.0523,-0.0079,0.012349
AC007906.2,-0.5489,-0.0417,0.138217,False,-0.0094,0.0323,0.207608
AC007907.1,4.7714,0.012,1e-06,False,-0.0042,-0.0161,0.000403
AC007920.1,-0.1126,-0.0024,0.744265,False,-0.0202,-0.0179,0.799674
AC007920.2,0.5309,0.0342,0.149892,False,-0.0207,-0.0549,0.221721
AC007922.2,-0.7028,-0.0616,0.068042,False,-0.0478,0.0138,0.11711
AC007922.3,-0.8493,-0.0235,0.034292,False,-0.0413,-0.0179,0.067755
AC007922.4,-1.2187,-0.0034,0.006438,False,-0.0115,-0.0081,0.018536
AC007923.4,-0.2018,-0.0379,0.561597,False,0.0636,0.1015,0.641474
AC007938.1,-1.2267,-0.0027,0.006218,False,-0.0161,-0.0134,0.0181
AC007938.2,1.0102,0.0163,0.016294,False,-0.0037,-0.02,0.037612
AC007938.3,-0.0363,-0.0008,0.915907,False,-0.0213,-0.0205,0.935663
AC007948.1,-1.2216,-0.0283,0.006356,False,-0.0393,-0.0111,0.018381
AC007950.1,-2.2013,-0.0353,0.000169,False,-0.0513,-0.016,0.002161
AC007950.2,0.1853,0.0064,0.593484,False,-0.0235,-0.0299,0.669849
AC007952.1,-0.2828,-0.001,0.420903,False,-0.0105,-0.0095,0.509993
AC007952.2,1.148,0.0179,0.008771,False,-0.0076,-0.0255,0.023411
AC007952.3,-0.9041,-0.0064,0.026567,False,-0.021,-0.0146,0.055144
AC007952.4,-0.1063,-0.0166,0.758059,False,0.0956,0.1122,0.81127
AC007952.5,0.9407,0.0055,0.022419,False,-0.0068,-0.0123,0.048208
AC007952.7,1.3511,0.006,0.003667,False,-0.0034,-0.0094,0.012366
AC007952.8,3.7464,0.0146,4e-06,False,0.0025,-0.0121,0.000818
AC007953.1,0.3811,0.013,0.285961,False,-0.0023,-0.0153,0.373926
AC007953.2,-0.0797,-0.002,0.817016,False,-0.0137,-0.0117,0.858392
AC007954.1,-1.8458,-0.0163,0.000549,False,-0.0234,-0.007,0.00356
AC007956.2,1.9444,0.0059,0.00039,False,-0.0013,-0.0072,0.002992
AC007969.1,0.6776,0.1501,0.076514,False,0.0996,-0.0505,0.128709
AC007991.3,-1.5497,-0.0886,0.001646,False,-0.0836,0.005,0.00706
AC007991.4,1.7257,0.0071,0.000846,False,-0.0022,-0.0093,0.004582
AC007993.1,-0.2344,-0.005,0.501831,False,-0.016,-0.011,0.586842
AC007993.3,-2.3824,-0.015,9.7e-05,False,-0.0278,-0.0128,0.001876
AC007996.1,0.5455,0.0143,0.140385,False,-0.0068,-0.0211,0.210164
AC007998.2,-0.9075,-0.0881,0.026147,False,-0.0768,0.0113,0.054472
AC007998.3,-0.7792,-0.0213,0.047584,False,-0.0407,-0.0194,0.087878
AC008011.2,0.1824,0.0026,0.599184,False,-0.0232,-0.0258,0.674572
AC008012.1,-0.257,-0.0298,0.462823,False,0.0641,0.0939,0.550087
AC008013.1,0.2542,0.0165,0.467669,False,-0.0066,-0.0231,0.554939
AC008013.2,0.3985,0.005,0.266144,False,-0.0153,-0.0203,0.35299
AC008014.1,-2.1902,-0.3183,0.000175,False,-0.1669,0.1514,0.002182
AC008026.1,0.6984,0.1186,0.06944,False,0.0509,-0.0677,0.118959
AC008026.2,-0.2009,-0.0033,0.563465,False,-0.0162,-0.0129,0.643064
AC008026.3,-1.1746,-0.0495,0.007801,False,-0.0487,0.0009,0.021424
AC008033.1,-1.0733,-0.0094,0.01224,False,-0.0158,-0.0064,0.030165
AC008033.3,0.1213,0.0019,0.725383,False,-0.0171,-0.0189,0.783583
AC008035.1,-1.636,-0.1904,0.001182,False,-0.0816,0.1088,0.005665
AC008038.1,0.9362,0.1392,0.022898,False,0.0939,-0.0453,0.04902
AC008040.1,-1.1552,-0.0526,0.008496,False,-0.0554,-0.0028,0.02284
AC008040.4,-1.9462,-0.0247,0.000388,False,-0.036,-0.0113,0.002984
AC008050.1,-1.9203,-0.2436,0.000424,False,-0.089,0.1546,0.003108
AC008056.1,-1.5999,-0.0969,0.001356,False,-0.1017,-0.0048,0.006217
AC008056.2,-0.718,-0.0256,0.063376,False,-0.0478,-0.0222,0.110583
AC008060.2,0.1944,0.0016,0.575741,False,-0.0147,-0.0162,0.653683
AC008060.3,-1.5126,-0.0124,0.001905,False,-0.0243,-0.0119,0.007803
AC008063.1,0.0779,0.0082,0.821055,False,-0.0326,-0.0408,0.861655
AC008063.2,1.1131,0.0159,0.010242,False,-0.0033,-0.0192,0.026306
AC008065.1,-0.3187,-0.0096,0.367081,False,-0.0212,-0.0117,0.456927
AC008066.1,0.2927,0.0089,0.405552,False,-0.0058,-0.0147,0.495096
AC008067.1,-0.6433,-0.0244,0.089741,False,-0.0363,-0.0119,0.146349
AC008073.1,1.4014,0.0134,0.002979,False,-0.0017,-0.0151,0.010651
AC008073.2,-1.351,-0.0141,0.003669,False,-0.0314,-0.0173,0.012366
AC008073.3,-0.6249,-0.0968,0.097688,False,-0.0138,0.083,0.156736
AC008074.2,1.1048,0.0179,0.01063,False,-0.0099,-0.0278,0.02708
AC008079.1,-1.8047,-0.0631,0.000635,False,-0.0646,-0.0015,0.003863
AC008080.1,-0.789,-0.0173,0.045448,False,-0.0312,-0.0138,0.084763
AC008080.3,-1.7529,-0.0187,0.000766,False,-0.0333,-0.0146,0.004317
AC008080.4,-1.613,-0.0215,0.00129,False,-0.0318,-0.0103,0.006014
AC008083.2,-0.8559,-0.0363,0.033241,False,-0.0576,-0.0213,0.06611
AC008083.3,-1.824,-0.0474,0.000593,False,-0.0671,-0.0196,0.003711
AC008088.1,1.6496,0.0024,0.001123,False,-0.0048,-0.0072,0.005475
AC008105.1,0.2508,0.0031,0.473428,False,-0.0143,-0.0173,0.560474
AC008105.2,0.5052,0.0147,0.168055,False,-0.0146,-0.0293,0.243086
AC008105.3,-1.0387,-0.1338,0.01431,False,-0.0071,0.1267,0.034012
AC008114.1,-0.2461,-0.0051,0.481483,False,-0.025,-0.0199,0.568108
AC008115.1,1.1504,0.0131,0.008681,False,-0.0033,-0.0165,0.023224
AC008115.2,-2.0959,-0.0293,0.000236,False,-0.0465,-0.0172,0.002407
AC008115.3,-0.2917,-0.0051,0.406949,False,-0.0288,-0.0237,0.496385
AC008115.4,0.2042,0.0075,0.557065,False,-0.0144,-0.0219,0.637336
AC008119.1,-0.7044,-0.0143,0.067526,False,-0.041,-0.0267,0.116354
AC008121.1,-2.0966,-0.0162,0.000235,False,-0.0227,-0.0065,0.002405
AC008121.2,-0.185,-0.0017,0.594012,False,-0.0171,-0.0154,0.670305
AC008121.3,-0.5096,-0.0011,0.164828,False,-0.0087,-0.0076,0.239315
AC008124.1,0.1789,0.0177,0.606022,False,-0.0104,-0.0281,0.680832
AC008126.1,1.2136,0.0229,0.006582,False,0.0022,-0.0208,0.018846
AC008127.1,-0.5672,-0.0605,0.12727,False,-0.0416,0.0189,0.194066
AC008127.2,0.0993,0.0097,0.773385,False,-0.0104,-0.0201,0.823202
AC008132.1,-0.9997,-0.0411,0.017092,False,-0.0388,0.0023,0.038995
AC008133.1,-0.1475,-0.001,0.669826,False,-0.0112,-0.0102,0.7364
AC008147.1,-1.8019,-0.0842,0.000642,False,-0.1061,-0.0219,0.003888
AC008147.2,-0.4924,-0.0843,0.177877,False,0.036,0.1203,0.254511
AC008147.3,-1.0392,-0.1255,0.014279,False,-0.0434,0.0821,0.033953
AC008147.4,-1.4426,-0.0411,0.002519,False,-0.0624,-0.0213,0.009501
AC008149.1,1.1132,0.0151,0.010236,False,-0.0086,-0.0237,0.026292
AC008149.2,0.5204,0.0112,0.157092,False,-0.0228,-0.034,0.230283
AC008154.1,-2.0253,-0.0134,0.000297,False,-0.0204,-0.0071,0.00265
AC008163.1,-1.0919,-0.0512,0.011258,False,-0.0663,-0.0151,0.028295
AC008164.1,-0.5918,-0.0194,0.113758,False,-0.0339,-0.0144,0.177216
AC008170.1,-0.1632,-0.0118,0.637544,False,-0.0285,-0.0167,0.709046
AC008243.1,-2.1322,-0.0888,0.00021,False,-0.0993,-0.0105,0.002312
AC008250.1,-0.9629,-0.0788,0.020241,False,-0.1009,-0.0221,0.044555
AC008250.2,0.8282,0.0069,0.037838,False,-0.0055,-0.0124,0.073161
AC008264.1,2.3964,0.0152,9.3e-05,False,-0.0165,-0.0317,0.001863
AC008264.2,-0.8178,-0.0381,0.039717,False,-0.0612,-0.0231,0.076102
AC008267.2,-1.1266,-0.1398,0.009643,False,-0.0557,0.0841,0.025131
AC008267.3,-0.1029,-0.0121,0.765339,False,-0.0381,-0.0259,0.816959
AC008267.4,-0.865,-0.0083,0.031862,False,-0.0154,-0.0071,0.063864
AC008267.5,0.0622,0.0029,0.856718,False,-0.0355,-0.0384,0.889656
AC008267.6,0.0015,0.0001,0.996615,False,-0.012,-0.012,0.997617
AC008267.8,-0.0365,-0.0005,0.915596,False,-0.0141,-0.0137,0.935447
AC008268.1,1.2061,0.0183,0.0068,False,0.0001,-0.0182,0.019289
AC008269.1,-2.1176,-0.1809,0.00022,False,-0.0728,0.1082,0.002351
AC008273.1,1.3372,0.0165,0.003886,False,-0.0056,-0.0221,0.012898
AC008277.1,-1.7754,-0.0704,0.000706,False,-0.1012,-0.0308,0.004118
AC008278.1,-0.486,-0.0187,0.182983,False,-0.0302,-0.0115,0.260516
